"","method","nsnp","b","se","pval","exp","run","mode"
"267110","Weighted median",21,0.35433235756141,0.021341612330559,6.6419125817074e-62,1,68,"B"
"367110","Inverse variance weighted",21,0.381490776204236,0.0178231568725449,1.22045113665336e-101,1,68,"B"
"467110","Simple mode",21,0.351310575212371,0.0378781770672038,1.10481549270485e-08,1,68,"B"
"567110","Weighted mode",21,0.348773718726662,0.0329444363297813,1.20271574469104e-09,1,68,"B"
"exposure167110","mvmr",50,0.371114816828424,0.0160325198082483,1.04509295031574e-29,1,68,"B"
"exposure267110","mvmr",50,1.22333952282601,0.164878067407241,8.57912442041862e-10,2,68,"B"
"168110","MR Egger",21,0.696778391819363,0.0389792668085301,2.42697388615663e-13,1,69,"B"
"268110","Weighted median",21,0.42622728833683,0.0249432582595346,1.82710437495604e-65,1,69,"B"
"368110","Inverse variance weighted",21,0.475619289623213,0.030324667515527,1.93877010027792e-55,1,69,"B"
"468110","Simple mode",21,0.427487101937062,0.0432792471705591,3.89141261810482e-09,1,69,"B"
"568110","Weighted mode",21,0.426395602687512,0.0416938121072497,2.16684032019192e-09,1,69,"B"
"exposure168110","mvmr",50,0.421283966246323,0.0172986743303712,8.52013909112627e-31,1,69,"B"
"exposure268110","mvmr",50,1.47589716947528,0.211478358980422,4.45747097777663e-09,2,69,"B"
"169110","MR Egger",19,0.214324828294991,0.194013400222107,0.284684179850743,1,70,"B"
"269110","Weighted median",19,0.384292259073347,0.0263253890493176,2.90136812000396e-48,1,70,"B"
"369110","Inverse variance weighted",19,0.3940498251363,0.0197140260677819,6.96307875996699e-89,1,70,"B"
"469110","Simple mode",19,0.430924981887592,0.0524517028784129,1.6744710499914e-07,1,70,"B"
"569110","Weighted mode",19,0.369797002985682,0.0487507033829783,5.18444261616633e-07,1,70,"B"
"exposure169110","mvmr",50,0.385412704597045,0.0166160887484901,9.44873253721742e-30,1,70,"B"
"exposure269110","mvmr",50,1.24501642310226,0.163855984509333,4.40392393195342e-10,2,70,"B"
"170110","MR Egger",22,0.115505371726937,0.0286569202288858,0.000654901130032396,1,71,"B"
"270110","Weighted median",22,0.339700927260272,0.0238026216945835,3.29056663933594e-46,1,71,"B"
"370110","Inverse variance weighted",22,0.341615112720095,0.0258346199359359,6.4502947829739e-40,1,71,"B"
"470110","Simple mode",22,0.371749603746301,0.0412324213307178,1.15072376945312e-08,1,71,"B"
"570110","Weighted mode",22,0.365313427817325,0.039286933704286,6.81457387219734e-09,1,71,"B"
"exposure170110","mvmr",50,0.376769598482979,0.016546864697607,2.34332801333873e-29,1,71,"B"
"exposure270110","mvmr",50,0.997907184589325,0.174042840190224,4.54203583758316e-07,2,71,"B"
"171112","MR Egger",19,-0.0475751669367153,0.126166223221224,0.71077756549214,1,72,"B"
"271112","Weighted median",19,0.392998458608135,0.0290639106800331,1.16182422143682e-41,1,72,"B"
"371112","Inverse variance weighted",19,0.3891076817712,0.0205061220459782,2.73490452529362e-80,1,72,"B"
"471112","Simple mode",19,0.410396436721722,0.0536905126565715,4.65972296076653e-07,1,72,"B"
"571112","Weighted mode",19,0.40151860219804,0.0594260797122542,2.48541890583227e-06,1,72,"B"
"exposure171112","mvmr",50,0.384054404371946,0.0201150624781303,1.12299625905837e-25,1,72,"B"
"exposure271112","mvmr",50,1.52649301890202,0.148217386573106,2.38512398873509e-14,2,72,"B"
"172111","MR Egger",17,-0.167656853575451,0.0503335597995412,0.00456041182523225,1,73,"B"
"272111","Weighted median",17,0.290604138278625,0.0327007726231377,6.29129029072694e-19,1,73,"B"
"372111","Inverse variance weighted",17,0.288051288295436,0.0571033499050693,4.54982099910372e-07,1,73,"B"
"472111","Simple mode",17,0.355341863137889,0.056503746562862,1.0791607099313e-05,1,73,"B"
"572111","Weighted mode",17,0.311964561384962,0.0424654824525721,1.64559106355101e-06,1,73,"B"
"exposure172111","mvmr",50,0.374775599568937,0.0264714193362161,8.07631064698957e-20,1,73,"B"
"exposure272111","mvmr",50,1.97151489686661,0.275062163724881,2.20195812454167e-09,2,73,"B"
"173110","MR Egger",18,0.555776621567658,0.0467667990457608,2.36807373370332e-09,1,74,"B"
"273110","Weighted median",18,0.409826984276187,0.0275940686678409,6.75282122908618e-50,1,74,"B"
"373110","Inverse variance weighted",18,0.435284780385528,0.0208747398719951,1.45496038429502e-96,1,74,"B"
"473110","Simple mode",18,0.425113182588188,0.0535558567236306,4.05885139577445e-07,1,74,"B"
"573110","Weighted mode",18,0.406411820189101,0.0466117126196855,1.10914025951614e-07,1,74,"B"
"exposure173110","mvmr",50,0.423078894550131,0.0165421728149564,7.4483662947483e-32,1,74,"B"
"exposure273110","mvmr",50,0.465268232102044,0.150032843959914,0.00306246998266632,2,74,"B"
"174110","MR Egger",18,0.686026751525136,0.114238760293907,1.83409786753252e-05,1,75,"B"
"274110","Weighted median",18,0.409143187707894,0.0312028271445602,2.79698091358993e-39,1,75,"B"
"374110","Inverse variance weighted",18,0.424591566567115,0.0308106995210389,3.33243002500235e-43,1,75,"B"
"474110","Simple mode",18,0.391049864396961,0.0481907381768674,3.00556231005699e-07,1,75,"B"
"574110","Weighted mode",18,0.396963531080777,0.0463714907562952,1.43437320366207e-07,1,75,"B"
"exposure174110","mvmr",50,0.384604454176414,0.0219073999982856,5.62516839937466e-24,1,75,"B"
"exposure274110","mvmr",50,0.714053230345629,0.184024679402268,0.000285907821846376,2,75,"B"
"175110","MR Egger",19,0.615734882769024,0.0309366576223915,3.23992608533508e-13,1,76,"B"
"275110","Weighted median",19,0.425808504032615,0.0310139950903581,6.75425185671657e-43,1,76,"B"
"375110","Inverse variance weighted",19,0.490627494102412,0.0308929587734018,8.50757056133833e-57,1,76,"B"
"475110","Simple mode",19,0.411463662649628,0.0523719748812623,3.16794425658184e-07,1,76,"B"
"575110","Weighted mode",19,0.407389882563826,0.0871611950114526,0.000188923437973153,1,76,"B"
"exposure175110","mvmr",50,0.391959514651913,0.0177352975050628,1.0067582220921e-28,1,76,"B"
"exposure275110","mvmr",50,1.61094442152319,0.203059909608038,1.26374787956408e-10,2,76,"B"
"176110","MR Egger",20,0.102298374801475,0.118469787288079,0.399224167746459,1,77,"B"
"276110","Weighted median",20,0.371864413651194,0.0262213318084126,1.18842770115907e-45,1,77,"B"
"376110","Inverse variance weighted",20,0.400646774645806,0.0184242032153368,7.59042564902268e-105,1,77,"B"
"476110","Simple mode",20,0.377310588117575,0.0518509555159303,6.64529298027768e-07,1,77,"B"
"576110","Weighted mode",20,0.366588476078124,0.0485779382198588,3.94410318125485e-07,1,77,"B"
"exposure176110","mvmr",50,0.397344255782388,0.0163727612466764,1.01305643298996e-30,1,77,"B"
"exposure276110","mvmr",50,1.16352744434519,0.150584511400471,2.72708950549017e-10,2,77,"B"
"177110","MR Egger",20,0.580767467484489,0.0303515192114388,2.06400708981713e-13,1,78,"B"
"277110","Weighted median",20,0.420185811918191,0.0298265520568441,4.52411917622936e-45,1,78,"B"
"377110","Inverse variance weighted",20,0.46647365802853,0.0254216312547092,3.3330031101163e-75,1,78,"B"
"477110","Simple mode",20,0.414249927915349,0.0475961973190889,4.68887870861602e-08,1,78,"B"
"577110","Weighted mode",20,0.387541800178581,0.0651552990740173,1.0029485383813e-05,1,78,"B"
"exposure177110","mvmr",50,0.400978909445088,0.0188248657613997,6.0286152573941e-28,1,78,"B"
"exposure277110","mvmr",50,1.14282117792479,0.221033645951353,3.49595272631537e-06,2,78,"B"
"178110","MR Egger",20,-0.224252501208241,0.10194281464265,0.0411260213049053,1,79,"B"
"278110","Weighted median",20,0.379358751111156,0.0251308324442077,1.73759264114473e-51,1,79,"B"
"378110","Inverse variance weighted",20,0.354091784277185,0.0408511229529765,4.40320528902481e-18,1,79,"B"
"478110","Simple mode",20,0.391989409373669,0.0434637249214333,2.70364252008348e-08,1,79,"B"
"578110","Weighted mode",20,0.385497271799323,0.0426172146355069,2.58149162258569e-08,1,79,"B"
"exposure178110","mvmr",50,0.407379498666853,0.0181794094708526,5.12154136336334e-29,1,79,"B"
"exposure278110","mvmr",50,1.32750831484006,0.168434076100943,1.53268378464432e-10,2,79,"B"
"179110","MR Egger",20,0.109910181932698,0.122143690097522,0.380084870764864,1,80,"B"
"279110","Weighted median",20,0.394201320682734,0.0243313926927626,4.93349935186013e-59,1,80,"B"
"379110","Inverse variance weighted",20,0.393851243705153,0.0154399477796462,1.58302549188457e-143,1,80,"B"
"479110","Simple mode",20,0.386259057211911,0.0445574437189336,4.98496903234951e-08,1,80,"B"
"579110","Weighted mode",20,0.383396106295395,0.0442956654662288,5.10469814287586e-08,1,80,"B"
"exposure179110","mvmr",50,0.371806299940915,0.0185583469335331,1.14461303436991e-26,1,80,"B"
"exposure279110","mvmr",50,1.3876252363237,0.179382887434033,2.63900784450417e-10,2,80,"B"
"180110","MR Egger",18,-0.0614607849192252,0.166054789654236,0.71614420357369,1,81,"B"
"280110","Weighted median",18,0.399819159054164,0.0256208996907569,6.7103430005743e-55,1,81,"B"
"380110","Inverse variance weighted",18,0.415985703237354,0.0217699861676837,2.15698307943983e-81,1,81,"B"
"480110","Simple mode",18,0.40422818941344,0.0444146844685724,6.04357908295496e-08,1,81,"B"
"580110","Weighted mode",18,0.376526426299114,0.0383112881154022,1.99516987811089e-08,1,81,"B"
"exposure180110","mvmr",50,0.41352953703071,0.0198815649999979,1.89970284773005e-27,1,81,"B"
"exposure280110","mvmr",50,0.557782986144605,0.197765251028447,0.00669452254079533,2,81,"B"
"181112","MR Egger",19,0.107494381191934,0.145320227382893,0.469570319626499,1,82,"B"
"281112","Weighted median",19,0.411214954188353,0.0276033417682905,3.43226700687148e-50,1,82,"B"
"381112","Inverse variance weighted",19,0.43579299024906,0.0227334116804178,6.62726771346952e-82,1,82,"B"
"481112","Simple mode",19,0.364842015590358,0.0570664456643363,5.08764930458771e-06,1,82,"B"
"581112","Weighted mode",19,0.359743027681166,0.0405767677820584,5.505603815989e-08,1,82,"B"
"exposure181112","mvmr",50,0.433301749941879,0.0183568411276995,3.99388476477571e-30,1,82,"B"
"exposure281112","mvmr",50,0.713563745460708,0.160712211121192,4.48510514698664e-05,2,82,"B"
"182111","MR Egger",18,-0.137565174358097,0.0599328323659487,0.0355710199958926,1,83,"B"
"282111","Weighted median",18,0.334367003043861,0.0330248383642428,4.29237084156475e-24,1,83,"B"
"382111","Inverse variance weighted",18,0.303668262680358,0.0498482948775956,1.11614257152395e-09,1,83,"B"
"482111","Simple mode",18,0.382643071287401,0.0595394981388695,6.26130197979473e-06,1,83,"B"
"582111","Weighted mode",18,0.36650865436209,0.0549592708428247,3.95649357781668e-06,1,83,"B"
"exposure182111","mvmr",50,0.351974598737444,0.0207880165718247,2.95835273519022e-23,1,83,"B"
"exposure282111","mvmr",50,1.20394357194702,0.156310195459351,2.98752938915384e-10,2,83,"B"
"183110","MR Egger",20,0.850414577004117,0.0918260994423605,2.87105713179994e-08,1,84,"B"
"283110","Weighted median",20,0.409125607710845,0.0222826634179584,2.710208132249e-75,1,84,"B"
"383110","Inverse variance weighted",20,0.433280606520918,0.0281933929170128,2.67658442591931e-53,1,84,"B"
"483110","Simple mode",20,0.410530860420765,0.0388854575562605,2.18125603122853e-09,1,84,"B"
"583110","Weighted mode",20,0.409012378452019,0.0362558343375363,7.29936681021514e-10,1,84,"B"
"exposure183110","mvmr",50,0.396341686607531,0.0138990515644237,3.11391010396054e-34,1,84,"B"
"exposure283110","mvmr",50,1.22644326063859,0.173425234758276,3.14883495015571e-09,2,84,"B"
"184110","MR Egger",20,0.148817649485495,0.0106723671583387,4.34332082467357e-11,1,85,"B"
"284110","Weighted median",20,0.214874246903449,0.0162124971275944,4.2996349721287e-40,1,85,"B"
"384110","Inverse variance weighted",20,0.239785834789504,0.0256711510095269,9.57234387023581e-21,1,85,"B"
"484110","Simple mode",20,0.331241485776905,0.0361359828236919,2.09770908412616e-08,1,85,"B"
"584110","Weighted mode",20,0.157257343860215,0.0110316597304938,1.34367425832388e-11,1,85,"B"
"exposure184110","mvmr",50,0.357253589236797,0.0173432551430131,3.02713053819114e-27,1,85,"B"
"exposure284110","mvmr",50,2.86519128443048,0.342681769694516,2.58934168053296e-11,2,85,"B"
"185110","MR Egger",18,0.033332184726437,0.0307206373895339,0.293995854719798,1,86,"B"
"285110","Weighted median",18,0.361252189261068,0.0355008180139382,2.54083555476448e-24,1,86,"B"
"385110","Inverse variance weighted",18,0.318848795915198,0.0451914171800101,1.71960601851087e-12,1,86,"B"
"485110","Simple mode",18,0.413997261715511,0.0524920581821915,4.42869172663263e-07,1,86,"B"
"585110","Weighted mode",18,0.0536786905060526,0.032533975113219,0.117310885815593,1,86,"B"
"exposure185110","mvmr",50,0.422744181304491,0.0216564262734437,3.94002624862114e-26,1,86,"B"
"exposure285110","mvmr",50,1.43710307667034,0.179627561234883,9.84775409243516e-11,2,86,"B"
"186110","MR Egger",22,0.040111936330033,0.0302001436924842,0.199069682380434,1,87,"B"
"286110","Weighted median",22,0.347199240219925,0.0243034300944391,2.67472093862466e-46,1,87,"B"
"386110","Inverse variance weighted",22,0.335099382985117,0.0310004584897602,3.1036500078524e-27,1,87,"B"
"486110","Simple mode",22,0.380276047554729,0.042123902568123,1.1260096257889e-08,1,87,"B"
"586110","Weighted mode",22,0.37077918681983,0.0362107330789126,1.27804910804373e-09,1,87,"B"
"exposure186110","mvmr",50,0.389261349811226,0.0155816808638799,2.40319991018061e-31,1,87,"B"
"exposure286110","mvmr",50,1.53916201171885,0.194446990018095,1.35001848395733e-10,2,87,"B"
"187110","MR Egger",14,-0.0226897894201416,0.187712863901736,0.905790432761708,1,88,"B"
"287110","Weighted median",14,0.39396293466957,0.0308094803976015,1.93641418776166e-37,1,88,"B"
"387110","Inverse variance weighted",14,0.390771859250453,0.0239964542901669,1.27025770989166e-59,1,88,"B"
"487110","Simple mode",14,0.420363653439294,0.0560964124644782,4.54122051541642e-06,1,88,"B"
"587110","Weighted mode",14,0.381028824611968,0.0475299291140403,2.18594749028331e-06,1,88,"B"
"exposure187110","mvmr",50,0.390764941845851,0.0207018422671478,1.92380027269185e-25,1,88,"B"
"exposure287110","mvmr",50,0.444402907810197,0.244677699602419,0.0748801518361221,2,88,"B"
"188110","MR Egger",20,0.786626338276196,0.164550678636502,0.000149651504596077,1,89,"B"
"288110","Weighted median",20,0.354332312270256,0.0247562096738532,1.81861268310847e-46,1,89,"B"
"388110","Inverse variance weighted",20,0.412199537249548,0.0440813364136054,8.69168170894611e-21,1,89,"B"
"488110","Simple mode",20,0.361376917850977,0.0373452974566159,8.91325890620145e-09,1,89,"B"
"588110","Weighted mode",20,0.350536665862332,0.0336826337385628,2.75716975583837e-09,1,89,"B"
"exposure188110","mvmr",50,0.352908301996202,0.0213504203155774,8.81796267840444e-23,1,89,"B"
"exposure288110","mvmr",50,1.73640339796867,0.234365259861189,8.92906100830761e-10,2,89,"B"
"189110","MR Egger",15,-0.114681569750665,0.126131082105911,0.379779485018273,1,90,"B"
"289110","Weighted median",15,0.33508655285788,0.0321619147585031,2.03637962466621e-25,1,90,"B"
"389110","Inverse variance weighted",15,0.362627618124254,0.0265760100163331,2.16441133093407e-42,1,90,"B"
"489110","Simple mode",15,0.425265491314619,0.0565934383324737,2.8166954436092e-06,1,90,"B"
"589110","Weighted mode",15,0.345018369630446,0.0542096385290288,1.7552400087076e-05,1,90,"B"
"exposure189110","mvmr",50,0.383779816941534,0.0210901999832194,1.06761130952662e-24,1,90,"B"
"exposure289110","mvmr",50,0.828129371677198,0.188094115157537,5.08988322486609e-05,2,90,"B"
"190110","MR Egger",18,0.143469939638296,0.0249161861602984,2.93732609459148e-05,1,91,"B"
"290110","Weighted median",18,0.220785378053666,0.0329216219563574,1.99492218391021e-11,1,91,"B"
"390110","Inverse variance weighted",18,0.293514428656668,0.0340705858363339,7.00073533952003e-18,1,91,"B"
"490110","Simple mode",18,0.373136300600635,0.0508369041164782,1.15508891309266e-06,1,91,"B"
"590110","Weighted mode",18,0.154516588120351,0.0205957176033752,8.6523061506087e-07,1,91,"B"
"exposure190110","mvmr",50,0.387881988387904,0.018339777007602,8.49667321233745e-28,1,91,"B"
"exposure290110","mvmr",50,1.50651198280317,0.200529523248073,6.06124773476662e-10,2,91,"B"
"191112","MR Egger",20,0.119228221690282,0.0187017007723377,5.27414213478603e-06,1,92,"B"
"291112","Weighted median",20,0.217155075166952,0.041518271866864,1.69189808726272e-07,1,92,"B"
"391112","Inverse variance weighted",20,0.313945917271509,0.0345070258795571,9.19860581230948e-20,1,92,"B"
"491112","Simple mode",20,0.451458990538727,0.0396155336895534,6.16650412451565e-10,1,92,"B"
"591112","Weighted mode",20,0.134999711887905,0.0210866972343529,3.863726055586e-06,1,92,"B"
"exposure191112","mvmr",50,0.411087616348107,0.0156189565152076,1.77265892240504e-32,1,92,"B"
"exposure291112","mvmr",50,2.07127442472987,0.203958383355154,3.95097280672115e-14,2,92,"B"
"192111","MR Egger",21,0.0337848607585665,0.0234407005888041,0.165781653749252,1,93,"B"
"292111","Weighted median",21,0.311576409101455,0.0270379907748369,1.00268662608588e-30,1,93,"B"
"392111","Inverse variance weighted",21,0.286302379146209,0.0369081861633686,8.68583800779768e-15,1,93,"B"
"492111","Simple mode",21,0.341549097532695,0.04434463107529,2.08424090927256e-07,1,93,"B"
"592111","Weighted mode",21,0.0521728775435898,0.0215394437512116,0.0250483540243682,1,93,"B"
"exposure192111","mvmr",50,0.366348845365883,0.0163769001763233,5.57620304980158e-29,1,93,"B"
"exposure292111","mvmr",50,2.16648919023097,0.227356513554868,3.66641892083613e-13,2,93,"B"
"193110","MR Egger",22,-0.159543128740329,0.0575360904664367,0.0117384183125854,1,94,"B"
"293110","Weighted median",22,0.379330557541862,0.024703310763084,3.25620907343718e-53,1,94,"B"
"393110","Inverse variance weighted",22,0.349578428284737,0.0354781922268519,6.63081061947814e-23,1,94,"B"
"493110","Simple mode",22,0.408372730392239,0.0404133388122308,1.61334492133561e-09,1,94,"B"
"593110","Weighted mode",22,0.400851321533765,0.0379523085602293,7.37492268761048e-10,1,94,"B"
"exposure193110","mvmr",50,0.389926040050735,0.0179975612001433,2.64700679226394e-28,1,94,"B"
"exposure293110","mvmr",50,1.56562595735328,0.207793992869803,5.58655901244936e-10,2,94,"B"
"194110","MR Egger",19,0.185694703508097,0.018856039294691,1.9370205171603e-08,1,95,"B"
"294110","Weighted median",19,0.286272499911684,0.0268605626459838,1.60474211282143e-26,1,95,"B"
"394110","Inverse variance weighted",19,0.315912625801602,0.0256662956448272,8.1562600499619e-35,1,95,"B"
"494110","Simple mode",19,0.373742425671838,0.044010009275526,1.03644066076646e-07,1,95,"B"
"594110","Weighted mode",19,0.204051767132891,0.0229415251784887,5.24821936165196e-08,1,95,"B"
"exposure194110","mvmr",50,0.388008419114169,0.0146533575215434,1.30935221882287e-32,1,95,"B"
"exposure294110","mvmr",50,1.26746691164338,0.180121148972081,3.5910503954297e-09,2,95,"B"
"195110","MR Egger",12,-0.0891682364816584,0.0552613337105575,0.137694818801073,1,96,"B"
"295110","Weighted median",12,0.281199191628999,0.0394070485101295,9.62546972829231e-13,1,96,"B"
"395110","Inverse variance weighted",12,0.276334666121728,0.0663267700551336,3.09635556326355e-05,1,96,"B"
"495110","Simple mode",12,0.331879851299619,0.0536314577239649,6.82909257960931e-05,1,96,"B"
"595110","Weighted mode",12,0.329589306123118,0.193710432027519,0.116917036775663,1,96,"B"
"exposure195110","mvmr",50,0.400155741679138,0.024647971719606,1.98426921343642e-22,1,96,"B"
"exposure295110","mvmr",50,1.88181100758032,0.252237631450725,7.36602025155185e-10,2,96,"B"
"196110","MR Egger",19,-0.0763992649216438,0.146495664897764,0.608737993815179,1,97,"B"
"296110","Weighted median",19,0.360180943501327,0.0262240464778417,6.28653969287993e-43,1,97,"B"
"396110","Inverse variance weighted",19,0.381622753788019,0.0199654016128104,1.92333169056406e-81,1,97,"B"
"496110","Simple mode",19,0.355250267501486,0.0416961936824151,9.88257060367864e-08,1,97,"B"
"596110","Weighted mode",19,0.355250267501486,0.0384494578826464,2.9742203246455e-08,1,97,"B"
"exposure196110","mvmr",50,0.387455687111725,0.0194837484088365,1.63128872128436e-26,1,97,"B"
"exposure296110","mvmr",50,1.8875186785466,0.17916285343544,1.04555724189845e-14,2,97,"B"
"197110","MR Egger",22,-0.112551576772142,0.0699088140637829,0.123073913988903,1,98,"B"
"297110","Weighted median",22,0.375332758387913,0.0214950685051478,2.82217274470454e-68,1,98,"B"
"397110","Inverse variance weighted",22,0.361262767059649,0.0274149689931492,1.18129579749597e-39,1,98,"B"
"497110","Simple mode",22,0.37410617069873,0.0368181553020467,1.46387450324564e-09,1,98,"B"
"597110","Weighted mode",22,0.367249792309633,0.03645824209503,1.70498345298705e-09,1,98,"B"
"exposure197110","mvmr",50,0.37317560610629,0.0132460293034066,5.74943519286548e-34,1,98,"B"
"exposure297110","mvmr",50,1.21831479880445,0.166202793732334,1.19812020861277e-09,2,98,"B"
"198110","MR Egger",15,-0.228294484850936,0.044333175264829,0.000186829945420599,1,99,"B"
"298110","Weighted median",15,0.31327491852727,0.0308373162229117,3.02297997666907e-24,1,99,"B"
"398110","Inverse variance weighted",15,0.278045879697002,0.0555348722858336,5.53740520650953e-07,1,99,"B"
"498110","Simple mode",15,0.353301523482503,0.0487772459134366,4.26885618769388e-06,1,99,"B"
"598110","Weighted mode",15,0.319312573586813,0.0405215576097438,1.63199893266344e-06,1,99,"B"
"exposure198110","mvmr",50,0.364340402030521,0.0191068887165831,1.19261190244846e-25,1,99,"B"
"exposure298110","mvmr",50,2.07977927552552,0.218779604786196,3.97878727469272e-13,2,99,"B"
"199110","MR Egger",19,-0.071868409127623,0.158936760377344,0.656854167271513,1,100,"B"
"299110","Weighted median",19,0.362630245988276,0.0262670562617008,2.36078459154166e-43,1,100,"B"
"399110","Inverse variance weighted",19,0.399107164514389,0.0199239085742004,2.92297541812444e-89,1,100,"B"
"499110","Simple mode",19,0.344157379254228,0.0524780840384536,3.6678399106371e-06,1,100,"B"
"599110","Weighted mode",19,0.346447968235014,0.0434778622460712,2.59281644898207e-07,1,100,"B"
"exposure199110","mvmr",50,0.398861237476371,0.018791646093876,7.15000777560368e-28,1,100,"B"
"exposure299110","mvmr",50,1.39639814074328,0.182591095950948,3.66206575888303e-10,2,100,"B"
"110210","MR Egger",19,-0.109134924166607,0.0232388734560727,0.00020786548902627,1,1,"C"
"210210","Weighted median",19,0.00578247403664793,0.0100790470522358,0.566162451785763,1,1,"C"
"310210","Inverse variance weighted",19,-0.0112919718977979,0.0104050781206534,0.277816865230048,1,1,"C"
"410210","Simple mode",19,0.0156999561761766,0.015491257894475,0.324264950299808,1,1,"C"
"510210","Weighted mode",19,0.0152716755914437,0.0156865169105053,0.343180474054451,1,1,"C"
"exposure110210","mvmr",50,-0.00177988576193639,0.00707992070651249,0.802459811211572,1,1,"C"
"exposure210210","mvmr",50,0.439017146797762,0.0904896285711553,1.08161264012859e-05,2,1,"C"
"111210","MR Egger",16,0.103439854656802,0.0290181518086704,0.00310908964084296,1,2,"C"
"211210","Weighted median",16,0.0136661971711065,0.0103573766362932,0.187013664741412,1,2,"C"
"311210","Inverse variance weighted",16,0.0218513840384251,0.00992709596073083,0.027722863348958,1,2,"C"
"411210","Simple mode",16,0.0192350574259549,0.0154495014510515,0.232221880765448,1,2,"C"
"511210","Weighted mode",16,0.0158231313608393,0.016900338119174,0.363968827830077,1,2,"C"
"exposure111210","mvmr",50,0.0110670992143485,0.0070812694479103,0.123925361271179,1,2,"C"
"exposure211210","mvmr",50,0.339252302630806,0.0874113320848861,0.000285084424964676,2,2,"C"
"121210","MR Egger",19,-0.021408065341901,0.0826147122881593,0.798645612708421,1,3,"C"
"221210","Weighted median",19,-0.0062256239280657,0.0146468394836109,0.670800982163118,1,3,"C"
"321210","Inverse variance weighted",19,0.00667773677563036,0.0119329518647964,0.575749051043098,1,3,"C"
"421210","Simple mode",19,-0.0136738330149173,0.0246115827510593,0.585334320005911,1,3,"C"
"521210","Weighted mode",19,-0.010359174885302,0.0208287865463526,0.624963598213477,1,3,"C"
"exposure121210","mvmr",50,0.0128140982981437,0.00839704031668516,0.132839724040258,1,3,"C"
"exposure221210","mvmr",50,0.392519646804433,0.0768114154007876,4.33372169718918e-06,2,3,"C"
"131210","MR Egger",15,0.0911336638457134,0.0291003764934479,0.00794672334758375,1,4,"C"
"231210","Weighted median",15,-0.00337701379539627,0.0115396148970252,0.769793302170262,1,4,"C"
"331210","Inverse variance weighted",15,0.0077650202467194,0.00991006172939239,0.433304714822689,1,4,"C"
"431210","Simple mode",15,-0.000666041894743383,0.0179529377693285,0.970929623719814,1,4,"C"
"531210","Weighted mode",15,-0.000238239087645337,0.0183119012520011,0.989803342994856,1,4,"C"
"exposure131210","mvmr",50,0.00266776135589766,0.00592617660019717,0.654393082175492,1,4,"C"
"exposure231210","mvmr",50,0.270461779463307,0.0668444068073262,0.000166979206612619,2,4,"C"
"141210","MR Egger",18,-0.0237723360733818,0.143562458798051,0.87055478364069,1,5,"C"
"241210","Weighted median",18,0.0170569012361501,0.0111848744727832,0.127259818728395,1,5,"C"
"341210","Inverse variance weighted",18,0.00923781782774241,0.00832707780593245,0.267270209159913,1,5,"C"
"441210","Simple mode",18,0.0230238147471597,0.0222025202368042,0.314266171989872,1,5,"C"
"541210","Weighted mode",18,0.0226035526853647,0.0217197812788036,0.312594964761993,1,5,"C"
"exposure141210","mvmr",50,0.00710398082454809,0.00808419080704832,0.383430503682818,1,5,"C"
"exposure241210","mvmr",50,0.250201119860123,0.0894183412895415,0.00711122296892255,2,5,"C"
"151210","MR Egger",19,-0.162601749838609,0.0435918859610366,0.00166538077695312,1,6,"C"
"251210","Weighted median",19,-0.00904598173548827,0.0157242927664049,0.565097189584711,1,6,"C"
"351210","Inverse variance weighted",19,-0.0131480265606936,0.0165194004249609,0.426081865342119,1,6,"C"
"451210","Simple mode",19,-0.0216511232030827,0.0245937610045852,0.39027257471277,1,6,"C"
"551210","Weighted mode",19,-0.0224517240240668,0.0249673703724342,0.380396128979273,1,6,"C"
"exposure151210","mvmr",50,0.00108549000188099,0.00844121699728345,0.89815664806655,1,6,"C"
"exposure251210","mvmr",50,0.410928785223646,0.0737450560092272,8.19035850156475e-07,2,6,"C"
"161210","MR Egger",20,-0.061630011308539,0.0121657773315835,8.05267333011466e-05,1,7,"C"
"261210","Weighted median",20,-0.0191623430586543,0.0121102105528339,0.113574376250951,1,7,"C"
"361210","Inverse variance weighted",20,-0.0229402673921216,0.00952164554624427,0.015984226494115,1,7,"C"
"461210","Simple mode",20,-0.00369287363936102,0.0228129239362605,0.873112236831176,1,7,"C"
"561210","Weighted mode",20,-0.0611781994357294,0.0117113792812038,4.83419228509608e-05,1,7,"C"
"exposure161210","mvmr",50,-0.00267393840823691,0.0066735211167407,0.690237559203513,1,7,"C"
"exposure261210","mvmr",50,0.430274391900116,0.086639299092621,7.2222166220088e-06,2,7,"C"
"171210","MR Egger",11,0.146568109842563,0.0357771711970277,0.00268996976128038,1,8,"C"
"271210","Weighted median",11,0.0315920453998534,0.0202252511317522,0.118285622853226,1,8,"C"
"371210","Inverse variance weighted",11,0.0382878587411979,0.0192619456382648,0.0468397694505749,1,8,"C"
"471210","Simple mode",11,-0.00559758314495895,0.0380151441456978,0.885864153077022,1,8,"C"
"571210","Weighted mode",11,0.00157211218033554,0.0380222065932768,0.967832989217938,1,8,"C"
"exposure171210","mvmr",50,0.0126826872711049,0.0119098099381511,0.291662357687716,1,8,"C"
"exposure271210","mvmr",50,0.316091741327752,0.0885863617264581,0.0007633703389012,2,8,"C"
"181210","MR Egger",19,-0.0669289307992499,0.0859157756375858,0.446685149066942,1,9,"C"
